date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:09:19	17958/17958	---MCZ	200	added ('OK')	application/javascript	etag:W/%220be13da271e0cfeb2e4d161744044ce1%22	https://app.datablist.com/_next/static/chunks/1209-78b515716ce532a8.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/chunks/1209-78b515716ce532a8.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:19	12937/12937	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d0b6108a4afbbd7011e1acf7d22ee2bc%22	https://app.datablist.com/_next/static/chunks/5204-e7866d36ecee3307.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/chunks/5204-e7866d36ecee3307.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:19	20041/20041	---MCZ	200	added ('OK')	application/javascript	etag:W/%228313d3ddcd298429f775166ff7810612%22	https://app.datablist.com/_next/static/chunks/5436-0545b23cf0485569.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/chunks/5436-0545b23cf0485569.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:20	6752/6752	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fb3cf4af730e4488c0a70d0194a23d1b%22	https://app.datablist.com/_next/static/chunks/2845-b215ee910400f057.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/chunks/2845-b215ee910400f057.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:20	43710/43710	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f3841228161b05a0eea87046466eef88%22	https://app.datablist.com/_next/static/chunks/pages/d/%5Bnamespace%5D/%5Bcollection%5D/import-0f776c27ec3602a4.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/chunks/pages/d/[namespace]/[collection]/import-0f776c27ec3602a4.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:21	5224/5224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d78d2d34bef8f9542df3a051dab1739c%22	https://app.datablist.com/_next/static/pJsK0Z9pJwqXr_-DN5auq/_buildManifest.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/pJsK0Z9pJwqXr_-DN5auq/_buildManifest.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:21	88/88	---M--	200	added ('OK')	application/javascript	etag:%22bee22ea531beed3eeff60fb48f41c658%22	https://app.datablist.com/_next/static/pJsK0Z9pJwqXr_-DN5auq/_ssgManifest.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/_next/static/pJsK0Z9pJwqXr_-DN5auq/_ssgManifest.js	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/import)
18:09:22	3278/3278	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2227310c3eee87f9a5f3502af39b8c42ea%22	https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/a	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/a.15.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
18:09:23	3278/3278	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2227310c3eee87f9a5f3502af39b8c42ea%22	https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/POST	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/POST.16.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
18:09:23	169/169	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2001%20Apr%202025%2012:09:28%20GMT	https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/schema.org/	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:09:23	3278/3278	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2227310c3eee87f9a5f3502af39b8c42ea%22	https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/b.resolvedLink	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/b.17.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
18:09:24	3278/3278	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2227310c3eee87f9a5f3502af39b8c42ea%22	https://app.datablist.com/signals/iwl.js	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/signals/iwl.18.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
18:09:24	3278/3278	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2227310c3eee87f9a5f3502af39b8c42ea%22	https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/schema.org	C:/Users/Zomon/Desktop/HTTrack%20Website%20Copier/l/app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/schema.19.delayed	(from https://app.datablist.com/d/HoqyG0Jlc8kybpgiJBCj/32b10b45cbf44ad49740/schema.org/)
